id,platformId,platform,updated,type,title,description,link,postUrl,subscriberCount,score,media,history,caption,message,expanded,account_id,account_name,account_profileImage,account_subscriberCount,account_url,account_platform,account_platformId,account_accountType,account_verified,account_handle,account_pageAdminTopCountry,statistics_actual_likeCount,statistics_actual_shareCount,statistics_actual_commentCount,statistics_actual_loveCount,statistics_actual_wowCount,statistics_actual_hahaCount,statistics_actual_sadCount,statistics_actual_angryCount,statistics_actual_thankfulCount,statistics_actual_careCount,statistics_expected_likeCount,statistics_expected_shareCount,statistics_expected_commentCount,statistics_expected_loveCount,statistics_expected_wowCount,statistics_expected_hahaCount,statistics_expected_sadCount,statistics_expected_angryCount,statistics_expected_thankfulCount,statistics_expected_careCount,is_orig
47159289834,343053159235820_879968542210943,Facebook,2020-06-08 20:23:46,link,"UNGA Overwhelmingly Votes Against Cuba Blockade, All US Amendments Defeated",Israel and the United States were once again the only two countries to vote in favor of the brutal economic blockade against Cuba. ,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,https://www.facebook.com/declankearneysf/posts/879968542210943,0,-2.4375,"[{'type': 'photo', 'url': 'https://external.xx.fbcdn.net/safe_image.php?d=AQAfyHEKq8RawSfW&w=720&h=720&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&cfs=1&_nc_hash=AQBnMGJXeRgoDHHo', 'height': 720, 'width': 720, 'full': 'https://external.xx.fbcdn.net/safe_image.php?d=AQCX1EUmgFtf5i9A&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&_nc_hash=AQAfro2JKp7WoADJ'}]","[{'actual': {'likeCount': 6, 'shareCount': 9, 'commentCount': 0, 'loveCount': 0, 'wowCount': 0, 'hahaCount': 0, 'sadCount': 1, 'angryCount': 0, 'thankfulCount': 0, 'careCount': 0}, 'expected': {'likeCount': 10, 'shareCount': 8, 'commentCount': 2, 'loveCount': 3, 'wowCount': 1, 'hahaCount': 5, 'sadCount': 5, 'angryCount': 5, 'thankfulCount': 0, 'careCount': 0}, 'timestep': 74, 'date': '2020-06-08 20:23:46', 'score': -2.4375}]",telesurenglish.net,"teleSUR English (@telesurenglish): #BREAKING | The US blockade of Cuba is overwhelmingly condemend at the UN. Not a single country abstained, only Israel voted with the US.",https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,5578973,Declan Kearney,https://scontent-sea1-1.xx.fbcdn.net/v/t1.0-1/p200x200/79970964_1155207128020415_686209196919619584_n.jpg?_nc_cat=101&_nc_sid=dbb9e7&_nc_ohc=tsvhQDrqRZ8AX81f1SL&_nc_oc=AQlMz0S3eNvPNHIlA0-0Lyme32dkkvNyErucfAnJp9VEHlFlHqJB-gb7uzoEqpWfVCM&_nc_ht=scontent-sea1-1.xx&_nc_tp=6&oh=90b214e1aaf666384861d71a1edb9e6e&oe=5F64E732,3120,https://www.facebook.com/343053159235820,Facebook,343053159235820,facebook_page,False,declankearneysf,GB,6,9,0,0,0,0,1,0,0,0,10,8,2,3,1,5,5,5,0,0,True
75960733071,151521811594010_1928259723920201,Facebook,2020-07-30 04:24:17,link,"UNGA Overwhelmingly Votes Against Cuba Blockade, All US Amendments Defeated",Israel and the United States were once again the only two countries to vote in favor of the brutal economic blockade against Cuba. ,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html?fbclid=IwAR1WQosJn3qHufz0gt15Be3SOGT9vDMIBVqerZRkvugIlpMALu-5bgsBTm4,https://www.facebook.com/wibailoutpeople.org/posts/1928259723920201,0,-38.0,"[{'type': 'photo', 'url': 'https://external.xx.fbcdn.net/safe_image.php?d=AQC7-IHf8b8buwv-&w=300&h=300&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&cfs=1&_nc_hash=AQBV3RwwrUkHWHhj', 'height': 300, 'width': 300, 'full': 'https://external.xx.fbcdn.net/safe_image.php?d=AQCX1EUmgFtf5i9A&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&_nc_hash=AQAfro2JKp7WoADJ'}]","[{'actual': {'likeCount': 0, 'shareCount': 0, 'commentCount': 0, 'loveCount': 0, 'wowCount': 0, 'hahaCount': 0, 'sadCount': 0, 'angryCount': 0, 'thankfulCount': 0, 'careCount': 0}, 'expected': {'likeCount': 3, 'shareCount': 6, 'commentCount': 1, 'loveCount': 2, 'wowCount': 1, 'hahaCount': 0, 'sadCount': 1, 'angryCount': 5, 'thankfulCount': 0, 'careCount': 1}, 'timestep': 74, 'date': '2020-07-30 04:24:17', 'score': -38.0}]",telesurenglish.net,Viva Cuba! End the blockade NOW! https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html?fbclid=IwAR1WQosJn3qHufz0gt15Be3SOGT9vDMIBVqerZRkvugIlpMALu-5bgsBTm4,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,8867900,Wisconsin Bail Out The People Movement,https://scontent-sea1-1.xx.fbcdn.net/v/t1.0-1/c47.0.200.200a/p200x200/1378718_822543424491842_2990339271254213013_n.jpg?_nc_cat=102&_nc_sid=dbb9e7&_nc_ohc=myDx5FyP11oAX_Un8V-&_nc_ht=scontent-sea1-1.xx&oh=bbf523d287c7d527315a857b6601ebc2&oe=5F651245,2799,https://www.facebook.com/151521811594010,Facebook,151521811594010,facebook_page,False,wibailoutpeople.org,US,0,0,0,0,0,0,0,0,0,0,3,6,1,2,1,0,1,5,0,1,True
46525650921,127124897393640_1700221913417256,Facebook,2020-07-19 04:45:14,link,"UNGA Overwhelmingly Votes Against Cuba Blockade, All US Amendments Defeated",Israel and the United States were once again the only two countries to vote in favor of the brutal economic blockade against Cuba. ,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,https://www.facebook.com/OccupyNola504/posts/1700221913417256,0,-19.0,"[{'type': 'photo', 'url': 'https://external.xx.fbcdn.net/safe_image.php?d=AQAfyHEKq8RawSfW&w=720&h=720&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&cfs=1&_nc_hash=AQBnMGJXeRgoDHHo', 'height': 720, 'width': 720, 'full': 'https://external.xx.fbcdn.net/safe_image.php?d=AQCX1EUmgFtf5i9A&url=https%3A%2F%2Fwww.telesurtv.net%2F__export%2F1541095043698%2Fsites%2Ftelesur%2Fimg%2Fnews%2F2018%2F11%2F01%2Funga_overwhelmingly_votes_against_cuba_blockade.jpeg_1810791533.jpeg&_nc_hash=AQAfro2JKp7WoADJ'}]","[{'actual': {'likeCount': 0, 'shareCount': 0, 'commentCount': 0, 'loveCount': 0, 'wowCount': 0, 'hahaCount': 0, 'sadCount': 0, 'angryCount': 1, 'thankfulCount': 0, 'careCount': 0}, 'expected': {'likeCount': 3, 'shareCount': 3, 'commentCount': 2, 'loveCount': 2, 'wowCount': 1, 'hahaCount': 2, 'sadCount': 2, 'angryCount': 4, 'thankfulCount': 0, 'careCount': 1}, 'timestep': 74, 'date': '2020-07-19 04:45:14', 'score': -19.0}]",telesurenglish.net,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,https://www.telesurenglish.net/news/UNGA-Overwhelmingly-Votes-Against-Cuba-Blockade-All-US-Amendments-Defeated-20181101-0027.html,5470362,Occupy NOLA,https://scontent-sea1-1.xx.fbcdn.net/v/t1.0-1/c28.28.344.344a/s200x200/480312_270999303006198_454524996_n.jpg?_nc_cat=110&_nc_sid=dbb9e7&_nc_ohc=N-Vo3yin7jYAX8-G3ju&_nc_ht=scontent-sea1-1.xx&oh=80db61c1ba05f2979421d528d8e488ce&oe=5F673BF8,1474,https://www.facebook.com/127124897393640,Facebook,127124897393640,facebook_page,False,OccupyNola504,US,0,0,0,0,0,0,0,1,0,0,3,3,2,2,1,2,2,4,0,1,True
