url_rid,clean_url,date
hi5kx0yvpkap8hz,"https://www.telesurenglish.net/news/Democrats-Put-Off-Anti-Semitism-Resolution-After-Outpouring-of-Support-for-Ilhan-Omar-20190306-0034.html","2019-03-07 02:45:51"
319ptuxzghe7krb,"https://www.telesurenglish.net/news/Wikileaks-Confirms-Assange-Moved-to-Prison-Medical-Area-20190529-0015.html","2019-03-08 14:52:08"
